TransactionID, Transaction_date, Quantity,Subtotal, Taxes, DiscountPrice,TotalAmount, Payment_Method, Products_ProductID, CustomerCart_CustomerID, Cashier_CashierID
T7142,07/09/2017,5,216.48,12.18,21.65,228.66,COD,FUR-FU-10003623,229,2
T7143,29/11/2014,5,111.15,6.25,11.12,117.4,Credit card,FUR-FU-10002045,7,1
T7144,16/03/2017,5,776.85,33.99,233.06,810.84,EMI,TEC-PH-10002555,763,1
T7145,16/03/2017,1,12.29,0.69,1.23,12.99,EMI,OFF-BI-10002794,763,1
T7146,16/03/2017,3,154.76,7.74,30.95,162.5,EMI,FUR-TA-10004086,763,1
T7147,16/03/2017,1,43.28,2.43,4.33,45.71,EMI,OFF-ST-10004946,763,1
T7148,17/06/2016,3,74.35,4.18,7.44,78.53,Cash,OFF-PA-10000241,559,1
T7149,17/06/2016,3,42.05,2.37,4.2,44.41,Cash,OFF-AP-10004036,559,1
T7150,30/06/2015,3,1457.82,77.45,218.67,1535.27,netbanking,TEC-PH-10001578,105,2
T7151,26/12/2017,2,127.76,6.39,25.55,134.15,netbanking,FUR-CH-10002647,677,3
T7152,25/12/2017,2,182.55,9.13,36.51,191.68,netbanking,FUR-TA-10003008,744,1
T7153,15/10/2014,2,110.96,5.55,22.19,116.51,Cash,OFF-PA-10004071,163,1
T7154,15/12/2015,7,371.62,18.58,74.32,390.2,netbanking,OFF-AP-10004980,494,3
T7155,27/12/2015,6,275.88,15.52,27.59,291.4,COD,FUR-FU-10000747,24,2
T7156,27/12/2015,5,31.58,1.97,0,33.55,COD,OFF-BI-10004492,24,2
T7157,04/05/2017,1,4.91,0.31,0,5.22,COD,OFF-LA-10004055,410,2
T7158,31/03/2016,4,87.92,4.95,8.79,92.87,COD,OFF-ST-10002485,418,2
T7159,31/03/2016,1,5.98,0.37,0,6.35,COD,OFF-PA-10001243,418,2
T7160,18/05/2015,2,444.77,23.63,66.72,468.4,netbanking,TEC-PH-10004447,409,3
T7161,18/05/2015,4,20,1.25,0,21.25,netbanking,OFF-FA-10002280,409,3
T7162,09/07/2014,3,65.52,3.69,6.55,69.21,Credit card,OFF-PA-10004734,475,2
T7163,09/07/2014,5,6.24,0.39,0,6.63,Credit card,OFF-BI-10000145,475,2
T7164,24/04/2014,8,396.54,22.31,39.65,418.85,Debitcard,OFF-EN-10004773,693,2
T7165,24/04/2014,3,9.91,0.62,0,10.53,Debitcard,OFF-BI-10004970,693,2
T7166,22/09/2016,2,139.04,6.95,27.81,145.99,EMI,OFF-ST-10000604,243,2
T7167,24/07/2014,4,11.52,0.72,0,12.24,Credit card,OFF-AR-10003190,269,2
T7168,24/07/2014,3,717.72,38.13,107.66,755.85,Credit card,FUR-CH-10000155,269,2
T7169,24/07/2014,10,709.5,35.48,141.9,744.98,Credit card,OFF-ST-10003058,269,2
T7170,24/07/2014,3,212.94,10.65,42.59,223.59,Credit card,FUR-TA-10004767,269,2
T7171,14/10/2017,2,113.37,5.67,22.67,119.04,Cash,FUR-CH-10002372,307,3
T7172,27/04/2017,3,172.75,8.64,34.55,181.39,Debitcard,TEC-AC-10000158,612,1
T7173,30/03/2017,5,287.92,14.4,57.58,302.32,COD,TEC-AC-10000158,97,1
T7174,30/03/2017,5,2999.95,159.37,449.99,3159.32,COD,TEC-CO-10002313,97,1
T7175,30/03/2017,3,148.7,8.36,14.87,157.07,COD,OFF-PA-10002581,97,1
T7176,30/03/2017,8,348.67,19.61,34.87,368.28,COD,OFF-AP-10001205,97,1
T7177,30/03/2017,3,32.23,1.81,3.22,34.05,COD,OFF-ST-10000344,97,1
T7178,10/05/2017,2,4.4,0.28,0,4.68,Credit card,OFF-BI-10002897,502,3
T7179,10/05/2017,3,28.19,1.76,0,29.95,Credit card,OFF-BI-10003694,502,3
T7180,18/11/2016,3,269.91,13.5,53.98,283.41,Credit card,TEC-PH-10001644,54,3
T7181,07/01/2014,3,10.22,0.64,0,10.86,COD,OFF-AR-10002399,706,2
T7182,30/12/2016,2,80,4.5,8,84.5,Cash,TEC-AC-10003063,597,2
T7183,04/05/2017,5,17.43,1.09,0,18.52,EMI,OFF-BI-10002071,126,3
T7184,23/04/2017,9,817.94,40.9,163.59,858.83,netbanking,FUR-CH-10004218,50,3
T7185,24/08/2017,2,11.1,0.69,0,11.8,EMI,OFF-SU-10000432,526,2
T7186,24/08/2017,3,8.02,0.5,0,8.52,EMI,OFF-AR-10003183,526,2
T7187,24/08/2017,4,106.56,5.99,10.66,112.55,EMI,FUR-CH-10002017,526,2
T7188,24/08/2017,2,33.57,1.89,3.36,35.46,EMI,FUR-FU-10003247,526,2
T7189,24/08/2017,4,77.73,4.37,7.77,82.1,EMI,OFF-AP-10001563,526,2
T7190,15/11/2016,3,203.98,10.2,40.8,214.17,Credit card,TEC-PH-10004908,109,2
T7191,15/11/2016,3,1011.53,53.74,151.73,1065.27,Credit card,FUR-TA-10003392,109,2
T7192,06/10/2016,4,3.59,0.22,0,3.82,Cash,OFF-BI-10004140,524,3
T7193,06/10/2016,8,116.16,6.53,11.62,122.69,Cash,OFF-AR-10003631,524,3
T7194,14/02/2016,6,1080.1,47.25,324.03,1127.35,netbanking,OFF-ST-10003716,366,3
T7195,14/02/2016,4,6.37,0.4,0,6.77,netbanking,OFF-BI-10003274,366,3
T7196,17/11/2016,2,39.08,2.2,3.91,41.28,EMI,FUR-FU-10004848,179,3
T7197,30/04/2014,5,51.36,2.89,5.14,54.25,Debitcard,OFF-AR-10003504,763,1
T7198,30/04/2014,2,25.2,1.42,2.52,26.62,Debitcard,OFF-LA-10000305,763,1
T7199,15/08/2015,2,11.96,0.75,0,12.71,netbanking,OFF-AR-10001427,179,3
T7200,15/08/2015,2,165.6,8.28,33.12,173.88,netbanking,TEC-PH-10004614,179,3
T7201,03/12/2016,1,116.76,5.11,35.03,121.87,Cash,TEC-PH-10001944,521,2
T7202,03/12/2016,7,601.86,30.09,120.37,631.95,Cash,FUR-TA-10001039,521,2
T7203,28/10/2016,5,1210.88,64.33,181.63,1275.21,Credit card,FUR-FU-10003806,147,3
T7204,02/01/2015,3,26.21,1.64,0,27.85,Debitcard,FUR-FU-10002111,451,3
T7205,17/09/2015,2,6.08,0.38,0,6.46,netbanking,OFF-AR-10000817,492,1
T7206,06/10/2017,2,13.97,0.87,0,14.84,netbanking,FUR-FU-10001424,442,1
T7207,06/10/2017,11,138.44,7.79,13.84,146.22,netbanking,TEC-MA-10002930,442,1
T7208,13/09/2016,2,5.82,0.36,0,6.19,EMI,OFF-AR-10003759,19,1
T7209,13/09/2016,4,62.21,3.5,6.22,65.71,EMI,OFF-PA-10001837,19,1
T7210,13/09/2016,2,11.96,0.75,0,12.71,EMI,OFF-PA-10001667,19,1
T7211,06/06/2016,3,48.29,2.72,4.83,51,Cash,OFF-PA-10000246,554,2
T7212,06/06/2016,12,51.65,3.23,0,54.88,Cash,OFF-BI-10001078,554,2
T7213,06/06/2016,3,8.42,0.53,0,8.95,Cash,OFF-BI-10000138,554,2
T7214,19/10/2017,3,29.46,1.84,0,31.3,COD,OFF-LA-10002034,508,3
T7215,30/09/2015,5,26.24,1.64,0,27.88,Cash,OFF-AR-10000127,305,1
T7216,30/09/2015,4,51.84,2.92,5.18,54.76,Cash,OFF-PA-10003172,305,1
T7217,06/05/2015,3,17.64,1.1,0,18.74,Cash,OFF-AR-10001246,49,3
T7218,06/05/2015,2,31.25,1.76,3.12,33.01,Cash,OFF-BI-10002026,49,3
T7219,06/05/2015,4,339.96,17,67.99,356.96,Cash,TEC-AC-10000844,49,3
T7220,06/05/2015,2,37.18,2.09,3.72,39.27,Cash,OFF-BI-10001575,49,3
T7221,13/01/2017,3,62.16,3.5,6.22,65.66,Cash,OFF-BI-10004632,444,1
T7222,31/01/2017,3,331.06,14.48,99.32,345.54,Credit card,TEC-PH-10000193,593,2
T7223,06/09/2017,3,50.85,2.86,5.09,53.71,COD,TEC-AC-10003441,499,1
T7224,18/07/2016,3,137.97,7.76,13.8,145.73,Debitcard,TEC-PH-10004093,182,1
T7225,18/07/2016,7,242.59,13.65,24.26,256.24,Debitcard,OFF-AP-10002998,182,1
T7226,18/07/2016,4,98.56,5.54,9.86,104.1,Debitcard,FUR-FU-10000073,182,1
T7227,28/02/2017,5,309.8,15.49,61.96,325.29,EMI,OFF-PA-10001125,21,2
T7228,28/02/2017,5,1319.8,70.11,197.97,1389.91,EMI,TEC-AC-10003033,21,2
T7229,22/07/2014,6,33.64,2.1,0,35.74,Cash,OFF-BI-10002498,743,3
T7230,22/07/2014,3,22.83,1.43,0,24.26,Cash,OFF-PA-10004569,743,3
T7231,15/03/2017,2,18.53,1.16,0,19.69,COD,OFF-BI-10002353,619,2
T7232,15/03/2017,2,186.06,9.3,37.21,195.37,COD,OFF-AP-10001564,619,2
T7233,15/03/2017,4,43.39,2.44,4.34,45.83,COD,OFF-PA-10003673,619,2
T7234,12/03/2016,8,227.2,12.78,22.72,239.98,netbanking,FUR-FU-10003347,674,1
T7235,12/03/2016,2,10.37,0.65,0,11.02,netbanking,OFF-PA-10001934,674,1
T7236,12/03/2016,2,17.36,1.09,0,18.45,netbanking,OFF-BI-10000632,674,1
T7237,10/12/2014,3,8.64,0.54,0,9.18,netbanking,OFF-AR-10003190,225,1
T7238,10/07/2016,3,1025.97,54.5,153.9,1080.48,EMI,TEC-MA-10000904,106,3
T7239,30/12/2016,7,43.96,2.75,0,46.71,netbanking,FUR-FU-10000771,254,3
T7240,30/12/2016,7,79.52,4.47,7.95,83.99,netbanking,OFF-EN-10001990,254,3
T7241,25/04/2017,7,66.36,4.15,0,70.51,netbanking,FUR-FU-10002445,283,1
T7242,25/04/2017,6,69.66,3.92,6.97,73.58,netbanking,OFF-BI-10003638,283,1
T7243,25/04/2017,2,19.31,1.21,0,20.52,netbanking,FUR-FU-10004864,283,1
T7244,22/08/2017,9,8832.35,469.22,1324.85,9301.57,Credit card,FUR-CH-10002024,600,1
T7245,25/05/2017,7,79.3,4.46,7.93,83.76,netbanking,OFF-AR-10002445,211,1
T7246,13/02/2017,5,354.9,17.75,70.98,372.65,Cash,OFF-ST-10001370,642,2
T7247,08/03/2014,3,37.8,2.13,3.78,39.93,EMI,OFF-LA-10000305,330,2
T7248,08/03/2014,5,362.94,18.15,72.59,381.09,EMI,FUR-BO-10001972,330,2
T7249,08/03/2014,8,89.34,5.03,8.93,94.37,EMI,OFF-ST-10002486,330,2
T7250,09/06/2015,2,191.97,9.6,38.39,201.57,Credit card,TEC-AC-10001874,670,2
T7251,09/06/2015,3,2969.91,157.78,445.49,3127.69,Credit card,TEC-AC-10003870,670,2
T7252,02/09/2016,4,36.86,2.3,0,39.17,Credit card,OFF-LA-10002473,606,2
T7253,18/09/2016,3,54.82,3.08,5.48,57.9,Credit card,OFF-PA-10003790,282,3
T7254,04/06/2016,3,145.9,8.21,14.59,154.1,Cash,OFF-AP-10002684,671,2
T7255,04/06/2016,5,37.92,2.37,0,40.29,Cash,FUR-FU-10001037,671,2
T7256,04/06/2016,4,39.81,2.49,0,42.3,Cash,OFF-ST-10000876,671,2
T7257,04/06/2016,2,5.56,0.35,0,5.91,Cash,OFF-AR-10003732,671,2
T7258,04/06/2016,6,629.1,27.52,188.73,656.62,Cash,OFF-PA-10000994,671,2
T7259,04/06/2016,5,14.7,0.92,0,15.62,Cash,OFF-AR-10000940,671,2
T7260,04/06/2016,7,36.29,2.27,0,38.56,Cash,OFF-PA-10004888,671,2
T7261,04/06/2016,1,100.79,4.41,30.24,105.2,Cash,TEC-PH-10000441,671,2
T7262,13/06/2017,7,29.4,1.84,0,31.24,Debitcard,OFF-AR-10001231,434,2
T7263,28/10/2017,5,54.5,3.07,5.45,57.57,Cash,TEC-PH-10003988,505,1
T7264,28/10/2017,4,31.68,1.98,0,33.66,Cash,OFF-EN-10003068,505,1
T7265,17/06/2017,7,181.86,10.23,18.19,192.09,Cash,OFF-AR-10004260,39,1
T7266,26/11/2014,2,221.96,9.71,66.59,231.67,Credit card,FUR-CH-10001973,461,1
T7267,16/08/2017,3,26.86,1.68,0,28.53,Cash,OFF-BI-10002824,696,2
T7268,16/08/2017,4,62.04,3.49,6.2,65.53,Cash,OFF-ST-10004950,696,2
T7269,20/01/2016,2,89.57,5.04,8.96,94.61,Cash,OFF-PA-10004039,166,1
T7270,20/01/2016,8,1184.16,51.81,355.25,1235.97,Cash,FUR-FU-10003374,166,1
T7271,22/09/2016,2,515.14,27.37,77.27,542.5,Debitcard,FUR-BO-10001918,471,3
T7272,22/09/2016,4,27.97,1.75,0,29.72,Debitcard,OFF-AP-10002287,471,3
T7273,14/10/2016,2,20.61,1.16,2.06,21.77,Credit card,OFF-SU-10004498,425,2
T7274,14/10/2016,3,4.1,0.26,0,4.35,Credit card,OFF-BI-10002557,425,2
T7275,17/11/2015,5,339.96,17,67.99,356.96,netbanking,TEC-PH-10004908,586,1
T7276,17/11/2015,7,127.96,7.2,12.8,135.16,netbanking,FUR-FU-10000794,586,1
T7277,06/11/2014,10,999.9,50,199.98,1049.9,EMI,TEC-AC-10004171,452,3
T7278,21/07/2016,2,26.99,1.52,2.7,28.51,netbanking,TEC-PH-10002070,427,2
T7279,21/07/2016,3,623.95,33.15,93.59,657.1,netbanking,TEC-AC-10003095,427,2
T7280,14/05/2016,7,463.82,23.19,92.76,487.01,COD,TEC-AC-10003832,261,1
T7281,27/02/2015,2,1525.19,81.03,228.78,1606.21,Cash,OFF-BI-10003527,618,1
T7282,21/10/2017,5,2245.5,119.29,336.83,2364.79,EMI,TEC-MA-10001148,690,2
T7283,29/06/2017,3,9.11,0.57,0,9.68,Credit card,OFF-BI-10002432,301,2
T7284,13/09/2017,5,51.84,2.92,5.18,54.76,EMI,OFF-AR-10001374,96,1
T7285,13/09/2017,2,132.22,6.61,26.44,138.84,EMI,FUR-FU-10000723,96,1
T7286,19/10/2017,4,74.18,4.17,7.42,78.35,EMI,TEC-AC-10003614,319,1
T7287,25/06/2016,1,6.9,0.43,0,7.33,COD,TEC-AC-10004877,741,1
T7288,25/06/2016,3,12.54,0.78,0,13.32,COD,FUR-FU-10004270,741,1
T7289,07/09/2014,3,1679.13,89.2,251.87,1768.33,netbanking,TEC-MA-10002210,133,3
T7290,31/01/2016,9,488.02,24.4,97.6,512.42,COD,OFF-ST-10000675,57,3
T7291,31/01/2016,2,19.04,1.19,0,20.23,COD,OFF-BI-10004781,57,3
T7292,31/01/2016,9,104.04,5.85,10.4,109.89,COD,OFF-LA-10004689,57,3
T7293,09/12/2017,2,1298,68.96,194.7,1366.96,netbanking,TEC-MA-10001856,236,3
T7294,29/01/2016,7,119.98,6.75,12,126.73,Cash,FUR-FU-10000719,559,1
T7295,31/05/2015,1,16.19,0.91,1.62,17.1,COD,FUR-FU-10003849,77,2
T7296,05/05/2014,2,47.3,2.66,4.73,49.96,EMI,OFF-AR-10001725,397,1
T7297,05/05/2014,6,10.94,0.68,0,11.63,EMI,OFF-FA-10000840,397,1
T7298,14/02/2015,5,193.1,10.86,19.31,203.96,Credit card,OFF-ST-10000943,241,2
T7299,21/11/2014,4,876.3,46.55,131.45,922.85,Cash,FUR-TA-10002533,301,2
T7300,21/11/2014,2,17.09,1.07,0,18.16,Cash,FUR-FU-10001546,301,2
T7301,21/11/2014,6,1454.11,77.25,218.12,1531.36,Cash,FUR-BO-10003546,301,2
T7302,21/11/2014,3,8.68,0.54,0,9.22,Cash,OFF-BI-10004728,301,2
T7303,21/11/2014,5,763.44,33.4,229.03,796.84,Cash,OFF-ST-10000025,301,2
T7304,08/09/2017,2,121.48,6.07,24.3,127.55,EMI,FUR-CH-10003817,771,1
T7305,08/09/2017,2,20.74,1.17,2.07,21.9,EMI,OFF-PA-10000289,771,1
T7306,02/04/2014,3,763.58,40.57,114.54,804.14,Credit card,FUR-TA-10001889,208,1
T7307,07/11/2016,4,72,4.05,7.2,76.05,Credit card,TEC-AC-10002305,110,1
T7308,07/11/2016,2,227.78,9.97,68.33,237.74,Credit card,FUR-CH-10004875,110,1
T7309,07/11/2016,3,316.26,13.84,94.88,330.1,Credit card,OFF-EN-10001434,110,1
T7310,14/06/2017,3,28.26,1.77,0,30.03,EMI,OFF-FA-10004395,153,2
T7311,14/08/2015,5,103.6,5.83,10.36,109.43,Debitcard,OFF-BI-10004632,218,2
T7312,13/10/2015,2,2.5,0.16,0,2.65,netbanking,OFF-BI-10000145,624,3
T7313,13/10/2015,2,11.21,0.7,0,11.91,netbanking,OFF-BI-10002498,624,3
T7314,13/10/2015,8,74.75,4.67,0,79.42,netbanking,OFF-AR-10001761,624,3
T7315,02/06/2016,1,286.4,15.22,42.96,301.62,EMI,TEC-PH-10001817,185,1
T7316,16/05/2017,3,131.76,7.41,13.18,139.17,EMI,OFF-AR-10004456,234,1
T7317,20/10/2016,1,142.18,6.22,42.65,148.4,Debitcard,FUR-TA-10001539,241,2
T7318,21/11/2017,3,49.02,2.76,4.9,51.78,Cash,OFF-PA-10003205,543,2
T7319,21/11/2017,7,8.32,0.52,0,8.84,Cash,OFF-BI-10002813,543,2
T7320,29/11/2017,5,299.97,15,59.99,314.97,Cash,TEC-PH-10002310,439,2
T7321,29/11/2017,5,216.48,12.18,21.65,228.66,Cash,FUR-FU-10003623,439,2
T7322,07/09/2017,3,22.26,1.39,0,23.65,netbanking,OFF-PA-10003424,502,3
T7323,07/09/2017,2,201.6,8.82,60.48,210.42,netbanking,TEC-AC-10004353,502,3
T7324,08/12/2017,2,83.92,4.72,8.39,88.64,netbanking,FUR-FU-10001934,230,3
T7325,08/12/2017,3,9.45,0.59,0,10.04,netbanking,OFF-LA-10003766,230,3
T7326,17/11/2017,5,801.6,35.07,240.48,836.67,EMI,OFF-AP-10004540,267,1
T7327,17/11/2017,1,21.59,1.21,2.16,22.81,EMI,OFF-BI-10001543,267,1
T7328,24/03/2014,2,44.4,2.5,4.44,46.9,netbanking,FUR-FU-10004597,338,2
T7329,24/03/2014,4,1796.4,95.43,269.46,1891.83,netbanking,TEC-MA-10001148,338,2
T7330,24/03/2014,7,1856.19,98.61,278.43,1954.8,netbanking,OFF-ST-10000078,338,2
T7331,13/11/2016,6,45.5,2.84,0,48.35,Credit card,FUR-FU-10001037,71,3
T7332,30/10/2017,1,61.54,3.08,12.31,64.62,netbanking,TEC-PH-10001433,465,2
T7333,30/10/2017,7,407.19,20.36,81.44,427.55,netbanking,OFF-BI-10003007,465,2
T7334,17/04/2015,2,134.72,6.74,26.94,141.46,netbanking,FUR-FU-10001290,702,3
T7335,17/04/2015,3,54.53,3.07,5.45,57.6,netbanking,FUR-FU-10000087,702,3
T7336,30/12/2015,2,595.15,31.62,89.27,626.77,Credit card,TEC-AC-10002049,601,3
T7337,30/12/2015,2,899.14,47.77,134.87,946.9,Credit card,FUR-BO-10002613,601,3
T7338,23/09/2017,1,15.51,0.87,1.55,16.38,COD,OFF-ST-10004950,607,3
T7339,23/12/2014,3,341.66,14.95,102.5,356.61,netbanking,FUR-CH-10004875,417,2
T7340,21/07/2015,2,5.76,0.36,0,6.12,EMI,OFF-AR-10003190,347,2
T7341,01/08/2014,2,67.88,3.82,6.79,71.7,COD,FUR-CH-10000553,496,1
T7342,01/08/2014,13,325.78,18.33,32.58,344.11,COD,OFF-LA-10002762,496,1
T7343,01/08/2014,3,51.42,2.89,5.14,54.31,COD,FUR-FU-10000719,496,1
T7344,01/01/2015,6,307.01,15.35,61.4,322.36,Credit card,OFF-ST-10000563,15,3
T7345,17/12/2017,6,1312.5,69.73,196.88,1382.23,Debitcard,FUR-TA-10004289,2,3
T7346,17/12/2017,4,147.14,8.28,14.71,155.41,Debitcard,TEC-PH-10003555,2,3
T7347,17/12/2017,1,13.58,0.76,1.36,14.35,Debitcard,OFF-AR-10001958,2,3
T7348,17/12/2017,1,56.69,2.83,11.34,59.52,Debitcard,FUR-CH-10000225,2,3
T7349,07/03/2014,3,176.77,8.84,35.35,185.61,Credit card,OFF-AP-10002534,711,2
T7350,27/10/2017,6,11.65,0.73,0,12.37,Credit card,OFF-BI-10000301,81,1
T7351,27/10/2017,5,4.38,0.27,0,4.65,Credit card,OFF-BI-10003460,81,1
T7352,16/11/2017,7,447.16,22.36,89.43,469.52,Debitcard,TEC-AC-10001772,486,3
T7353,18/03/2017,8,593.92,29.7,118.78,623.62,EMI,TEC-PH-10003505,378,1
T7354,29/09/2016,5,20.65,1.29,0,21.94,Debitcard,OFF-LA-10004484,373,1
T7355,13/02/2017,5,59.8,3.36,5.98,63.16,Debitcard,OFF-PA-10001593,382,1
T7356,02/01/2016,8,139.68,7.86,13.97,147.54,Debitcard,OFF-BI-10004139,707,1
T7357,14/10/2016,1,1.41,0.09,0,1.5,COD,OFF-AR-10001315,596,1
T7358,14/10/2016,2,339.14,14.84,101.74,353.97,COD,FUR-FU-10001488,596,1
T7359,03/01/2015,6,335.95,16.8,67.19,352.75,Cash,TEC-PH-10002170,754,2
T7360,03/01/2015,3,1571.29,83.47,235.69,1654.77,Cash,FUR-TA-10004575,754,2
T7361,14/04/2016,3,15.55,0.97,0,16.52,netbanking,OFF-PA-10000809,640,2
T7362,14/04/2016,3,170.06,8.5,34.01,178.56,netbanking,FUR-CH-10000225,640,2
T7363,14/04/2016,3,18.31,1.14,0,19.46,netbanking,OFF-BI-10003707,640,2
T7364,04/12/2016,3,453.58,19.84,136.07,473.42,EMI,TEC-PH-10004539,104,1
T7365,04/12/2016,8,31.68,1.98,0,33.66,EMI,OFF-FA-10004076,104,1
T7366,04/12/2016,2,6.89,0.43,0,7.32,EMI,OFF-BI-10003166,104,1
T7367,04/12/2016,2,32.54,1.83,3.25,34.37,EMI,OFF-ST-10002301,104,1
T7368,04/12/2016,7,447.17,22.36,89.43,469.53,EMI,FUR-CH-10002647,104,1
T7369,17/04/2017,3,6.92,0.43,0,7.36,Debitcard,OFF-BI-10004654,163,1
T7370,11/03/2015,2,9.22,0.58,0,9.79,Debitcard,OFF-LA-10001175,593,2
T7371,01/11/2014,2,206.38,9.03,61.92,215.41,Cash,TEC-PH-10001336,388,3
T7372,09/01/2017,11,153.78,8.65,15.38,162.43,Cash,OFF-ST-10000760,441,1
T7373,09/01/2017,3,48.82,2.75,4.88,51.56,Cash,OFF-ST-10002301,441,1
T7374,09/01/2017,7,264.26,14.86,26.43,279.13,Cash,OFF-SU-10004884,441,1
T7375,09/01/2017,1,7.89,0.49,0,8.38,Cash,OFF-FA-10003112,441,1
T7376,20/08/2017,3,13.51,0.84,0,14.35,Credit card,OFF-BI-10000069,150,1
T7377,05/11/2017,4,54.34,3.06,5.43,57.39,netbanking,OFF-AR-10001958,56,1
T7378,23/09/2014,6,92.52,5.2,9.25,97.72,Debitcard,OFF-ST-10001321,306,1
T7379,31/05/2015,3,30.82,1.73,3.08,32.55,Cash,OFF-AR-10003504,762,1
T7380,18/09/2016,3,97.78,5.5,9.78,103.28,Debitcard,OFF-ST-10000419,9,3
T7381,18/09/2016,5,14.4,0.9,0,15.3,Debitcard,OFF-LA-10004559,9,3
T7382,18/09/2016,5,449.85,22.49,89.97,472.34,Debitcard,TEC-PH-10001644,9,3
T7383,18/09/2016,2,27.04,1.52,2.7,28.56,Debitcard,OFF-SU-10004782,9,3
T7384,18/09/2016,3,28.18,1.76,0,29.94,Debitcard,OFF-PA-10002250,9,3
T7385,18/09/2016,2,151.2,7.56,30.24,158.76,Debitcard,OFF-AP-10001394,9,3
T7386,18/09/2016,3,17.64,1.1,0,18.74,Debitcard,OFF-PA-10001838,9,3
T7387,18/09/2016,6,373.08,18.65,74.62,391.73,Debitcard,OFF-ST-10004340,9,3
T7388,18/09/2016,14,2672.88,116.94,801.86,2789.82,Debitcard,FUR-FU-10003664,9,3
T7389,18/09/2016,3,71.93,4.05,7.19,75.97,Debitcard,TEC-PH-10004897,9,3
T7390,03/12/2017,2,341.57,14.94,102.47,356.52,EMI,FUR-CH-10000454,75,3
T7391,03/12/2017,5,380.7,19.04,76.14,399.74,EMI,FUR-FU-10004017,75,3
T7392,07/12/2017,3,74.35,4.18,7.44,78.53,Debitcard,OFF-PA-10000241,399,1
T7393,06/05/2017,5,47.1,2.94,0,50.04,netbanking,OFF-PA-10003016,733,2
T7394,06/05/2017,3,95.23,5.36,9.52,100.59,netbanking,OFF-AR-10001615,733,2
T7395,06/05/2017,5,68.8,3.87,6.88,72.67,netbanking,OFF-PA-10002713,733,2
T7396,30/12/2016,2,626.35,33.27,93.95,659.63,Debitcard,FUR-TA-10002958,716,2
T7397,30/12/2016,3,1348.12,71.62,202.22,1419.73,Debitcard,FUR-CH-10003746,716,2
T7398,30/09/2014,6,397.7,19.89,79.54,417.59,COD,OFF-AP-10003217,679,3
T7399,15/07/2014,9,35.86,2.24,0,38.1,Credit card,OFF-PA-10001526,251,1
T7400,15/07/2014,4,71.52,4.02,7.15,75.54,Credit card,TEC-AC-10002857,251,1
T7401,13/09/2016,1,34.5,1.94,3.45,36.44,netbanking,FUR-FU-10003039,310,2
T7402,13/09/2016,7,24.7,1.54,0,26.24,netbanking,OFF-PA-10002615,310,2
T7403,10/08/2017,4,112.19,6.31,11.22,118.5,Credit card,OFF-SU-10002573,130,2
T7404,19/05/2015,5,959.92,42,287.98,1001.92,COD,FUR-BO-10004015,119,3
T7405,19/05/2015,3,98.33,5.53,9.83,103.86,COD,FUR-FU-10001979,119,3
T7406,19/05/2015,2,195.14,9.76,39.03,204.89,COD,FUR-CH-10003833,119,3
T7407,19/05/2015,3,722.35,38.37,108.35,760.73,COD,FUR-CH-10004495,119,3
T7408,21/01/2017,5,23.04,1.44,0,24.48,Debitcard,OFF-LA-10001613,587,3
T7409,06/06/2016,8,134.27,7.55,13.43,141.82,Cash,FUR-FU-10003247,685,1
T7410,12/04/2014,1,172.11,7.53,51.63,179.64,Cash,FUR-TA-10004442,366,3
T7411,24/07/2014,2,199.96,10,39.99,209.96,COD,TEC-AC-10001314,9,3
T7412,03/06/2017,1,156.79,6.86,47.04,163.65,netbanking,TEC-PH-10001619,451,3
T7413,03/06/2017,2,70.72,3.98,7.07,74.7,netbanking,TEC-AC-10002323,451,3
T7414,03/06/2017,1,13.59,0.76,1.36,14.36,netbanking,FUR-FU-10000820,451,3
T7415,15/03/2016,2,441.92,23.48,66.29,465.4,COD,FUR-CH-10004287,35,2
T7416,15/03/2016,5,474.95,23.75,94.99,498.7,COD,TEC-AC-10000474,35,2
T7417,15/03/2016,3,1439.76,76.49,215.96,1516.25,COD,TEC-PH-10001494,35,2
T7418,15/03/2016,5,82.48,4.64,8.25,87.12,COD,OFF-PA-10004996,35,2
T7419,15/03/2016,1,51.9,2.59,10.38,54.49,COD,OFF-BI-10004318,35,2
T7420,15/03/2016,5,1105.12,58.71,165.77,1163.83,COD,OFF-ST-10002574,35,2
T7421,15/03/2016,5,46.32,2.9,0,49.22,COD,OFF-BI-10002353,35,2
T7422,15/03/2016,2,157.6,7.88,31.52,165.48,COD,OFF-ST-10003641,35,2
T7423,15/03/2016,3,1347.3,71.58,202.1,1418.88,COD,TEC-MA-10001148,35,2
T7424,14/04/2017,4,292.66,14.63,58.53,307.29,EMI,OFF-AP-10000026,95,3
T7425,14/04/2017,3,91.68,5.16,9.17,96.84,EMI,FUR-FU-10003878,95,3
T7426,27/06/2016,2,121.78,6.09,24.36,127.87,COD,FUR-CH-10001146,96,1
T7427,27/06/2016,2,65.42,3.68,6.54,69.1,COD,FUR-FU-10003919,96,1
T7428,21/03/2014,3,9.14,0.57,0,9.72,netbanking,OFF-BI-10000605,776,1
T7429,21/03/2014,2,24.35,1.37,2.44,25.72,netbanking,OFF-BI-10000309,776,1
T7430,21/03/2014,2,25.92,1.46,2.59,27.38,netbanking,OFF-PA-10003349,776,1
T7431,21/03/2014,4,32,2,0,34,netbanking,OFF-PA-10003063,776,1
